cluster,lsat,ugpa,zfygpa,zgpa,bar1,fulltime,fam_inc,age,gender,race1,race2,race3,race4,race5,race6,race7,race8
5.0,40.0,3.7,-1.62,-1.79,0,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
2.0,28.0,3.0,0.13,-1.43,0,1.0,4.0,-63.0,0,0,0,0,0,0,0,1,0
6.0,29.0,2.8,-0.67,-0.79,0,1.0,3.0,-63.0,1,0,0,1,0,0,0,0,0
4.0,33.0,3.2,1.4,1.7,1,1.0,4.0,-45.0,1,0,0,0,0,0,0,1,0
1.0,39.0,3.8,-1.32,-2.0,0,1.0,4.0,-66.0,0,0,0,0,0,0,0,1,0
6.0,26.3,2.3,-0.84,-1.04,0,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
2.0,31.0,2.9,-0.03,-0.17,1,1.0,4.0,-59.0,1,0,0,0,0,0,0,1,0
1.0,28.0,2.7,-0.61,-0.86,0,1.0,2.0,-62.0,1,0,0,1,0,0,0,0,0
3.0,32.0,2.1,0.48,0.83,1,1.0,4.0,-55.0,0,0,0,0,0,0,0,1,0
2.0,23.3,3.1,-1.24,-1.36,0,1.0,5.0,-48.0,1,0,0,0,0,0,0,1,0
3.0,31.5,2.8,-0.15,-0.17,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,36.0,3.9,0.92,0.64,1,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,32.5,3.1,-1.12,-0.74,0,1.0,4.0,-58.0,0,0,0,0,0,0,0,1,0
3.0,42.0,2.3,0.98,1.16,1,1.0,4.0,-59.0,0,0,0,0,0,0,0,1,0
1.0,33.0,3.5,0.38,0.34,1,1.0,4.0,-39.0,1,0,0,0,0,0,0,1,0
3.0,36.0,3.4,-1.41,-0.26,1,1.0,5.0,-59.0,1,0,0,0,0,0,0,1,0
1.0,36.0,2.9,-0.21,-0.04,0,1.0,3.0,-48.0,1,0,0,0,0,1,0,0,0
2.0,27.5,3.6,0.98,1.57,1,1.0,4.0,-48.0,1,0,0,0,0,0,0,1,0
1.0,37.0,3.5,-0.48,-0.84,0,1.0,4.0,-61.0,1,0,1,0,0,0,0,0,0
3.0,30.0,2.6,-0.9,-0.87,0,2.0,4.0,-56.0,0,0,0,0,0,0,0,1,0
1.0,35.0,2.7,-1.85,-1.25,1,1.0,5.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,42.0,3.7,-0.17,0.07,1,1.0,3.0,-59.0,0,0,0,0,0,0,0,1,0
1.0,34.0,3.3,0.94,0.93,1,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
4.0,43.0,3.2,0.85,0.55,1,1.0,4.0,-58.0,0,0,0,0,0,0,0,1,0
3.0,32.0,3.2,-0.67,-0.25,0,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,39.0,2.6,0.69,0.28,1,1.0,5.0,-58.0,0,0,0,0,0,0,0,1,0
3.0,32.5,3.7,0.91,0.95,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
2.0,38.0,3.2,0.98,1.4,0,1.0,3.0,-58.0,1,0,0,0,0,0,0,1,0
3.0,43.0,3.6,1.18,1.1,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,35.0,2.7,-1.03,-0.4,1,1.0,5.0,-57.0,1,0,0,0,0,0,0,1,0
1.0,44.0,4.0,1.44,1.15,1,1.0,4.0,-67.0,0,0,0,0,0,0,0,1,0
3.0,36.0,4.0,1.01,1.11,1,1.0,3.0,-59.0,1,0,0,0,0,0,0,1,0
2.0,27.0,3.4,-1.23,-1.06,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,35.5,2.6,0.76,0.58,1,1.0,3.0,-64.0,0,0,0,0,0,0,0,1,0
1.0,41.0,2.7,0.73,0.83,1,2.0,4.0,-43.0,1,0,0,0,0,0,0,1,0
1.0,34.0,3.2,0.38,0.07,0,2.0,4.0,-57.0,1,0,0,0,0,0,0,1,0
4.0,45.0,3.6,1.54,1.5,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
2.0,27.0,3.3,-1.17,-1.43,0,1.0,4.0,-46.0,1,0,0,0,0,0,0,1,0
3.0,39.0,3.1,1.01,0.76,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,23.5,2.8,-1.63,-1.34,0,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,28.0,3.1,-0.92,-0.8,1,1.0,3.0,-62.0,1,0,0,1,0,0,0,0,0
5.0,44.0,3.5,-0.58,-0.14,1,1.0,4.0,-59.0,1,0,1,0,0,0,0,0,0
3.0,29.5,2.0,-1.13,-1.36,0,2.0,4.0,-57.0,1,0,0,0,0,1,0,0,0
2.0,23.0,3.1,-1.74,-1.26,0,1.0,3.0,-48.0,0,0,0,1,0,0,0,0,0
1.0,32.0,2.5,-1.15,-1.92,0,1.0,3.0,-56.0,1,0,0,1,0,0,0,0,0
4.0,41.0,3.9,0.35,-0.23,1,1.0,4.0,-63.0,1,0,0,0,0,0,0,1,0
3.0,34.0,3.1,-0.41,-0.63,1,1.0,3.0,-58.0,1,0,0,0,0,0,0,1,0
4.0,37.0,2.1,-2.04,-0.61,0,1.0,2.0,-41.0,0,0,0,0,0,0,0,1,0
1.0,41.0,2.8,-0.64,-0.96,0,2.0,3.0,-66.0,0,0,0,0,0,0,0,1,0
4.0,48.0,3.2,0.81,-0.42,1,1.0,4.0,-58.0,0,0,0,0,0,0,0,1,0
1.0,37.0,3.2,-0.23,-0.06,0,1.0,3.0,-52.0,1,0,0,0,0,0,0,1,0
4.0,44.0,3.8,0.64,0.32,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,44.0,2.1,2.11,1.93,1,1.0,5.0,-64.0,0,0,0,0,0,0,0,1,0
2.0,25.0,2.5,-1.33,-0.97,0,1.0,3.0,-61.0,0,0,0,1,0,0,0,0,0
1.0,45.0,3.7,1.8,1.19,1,1.0,3.0,-59.0,0,0,0,0,0,0,0,1,0
3.0,37.0,3.5,-1.49,-1.25,0,1.0,5.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,42.0,3.6,1.11,0.99,1,1.0,4.0,-63.0,0,0,0,0,0,0,1,0,0
5.0,42.0,3.5,0.3,0.08,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,34.0,3.3,-0.39,-0.63,0,2.0,3.0,-55.0,0,0,0,0,0,0,0,1,0
4.0,39.0,2.8,-0.97,-2.09,0,1.0,2.0,-55.0,1,0,0,0,0,0,0,0,1
4.0,31.0,2.3,-0.62,-1.53,0,2.0,2.0,-59.0,0,0,1,0,0,0,0,0,0
1.0,36.0,3.9,1.12,1.07,1,1.0,4.0,-66.0,1,0,0,0,0,0,0,1,0
4.0,46.0,3.0,-1.66,-1.93,0,1.0,4.0,-47.0,0,0,0,0,0,0,0,1,0
3.0,17.5,2.5,-1.53,-1.65,0,1.0,3.0,-62.0,1,0,0,0,0,0,1,0,0
1.0,42.0,2.5,-0.63,0.25,1,1.0,3.0,-61.0,0,0,0,1,0,0,0,0,0
4.0,36.0,3.1,-1.39,-2.16,0,1.0,3.0,-59.0,0,0,0,0,0,0,0,1,0
3.0,26.0,2.6,-0.01,-0.28,1,1.0,2.0,-61.0,0,0,0,0,0,1,0,0,0
4.0,30.0,3.4,-2.03,-1.75,1,1.0,5.0,-63.0,1,0,0,1,0,0,0,0,0
2.0,40.0,3.8,1.73,1.63,1,1.0,3.0,-63.0,0,0,0,0,0,0,0,1,0
3.0,34.0,3.5,-1.99,-1.92,0,1.0,1.0,-39.0,0,0,0,0,0,0,0,1,0
1.0,33.0,3.4,1.65,1.75,1,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,29.0,3.3,-0.44,-0.31,1,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,37.0,2.8,0.26,-0.13,1,1.0,4.0,-66.0,1,0,0,0,0,0,0,1,0
4.0,39.0,3.5,0.48,0.62,1,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
4.0,30.5,2.9,-1.39,-1.5,1,1.0,4.0,-59.0,0,0,0,0,0,0,0,1,0
6.0,25.0,2.4,-0.25,-0.6,0,1.0,3.0,-57.0,0,0,0,1,0,0,0,0,0
1.0,41.0,3.7,0.57,1.15,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,39.0,3.2,-0.2,-0.57,1,1.0,5.0,-62.0,1,0,0,0,0,0,0,1,0
5.0,30.5,3.7,-0.91,-1.05,0,1.0,2.0,-60.0,1,0,1,0,0,0,0,0,0
2.0,34.0,2.7,-1.11,-1.02,0,1.0,4.0,-61.0,0,0,0,1,0,0,0,0,0
1.0,25.0,2.8,-2.22,-2.17,0,1.0,4.0,-61.0,1,0,0,1,0,0,0,0,0
4.0,27.0,3.2,-2.01,-2.16,0,1.0,3.0,-67.0,1,0,0,0,1,0,0,0,0
3.0,22.0,3.8,-1.31,-2.39,0,1.0,2.0,-62.0,1,0,0,0,0,0,0,0,1
3.0,37.0,2.6,1.4,1.65,1,1.0,3.0,-59.0,0,0,0,0,0,0,0,1,0
3.0,37.0,3.4,2.71,2.21,1,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,38.0,3.3,0.37,0.08,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
5.0,44.0,3.2,1.66,1.3,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
2.0,25.0,3.1,-0.68,-1.14,0,2.0,2.0,-55.0,0,0,0,1,0,0,0,0,0
1.0,28.0,2.0,0.51,-0.53,0,2.0,4.0,-58.0,1,0,0,1,0,0,0,0,0
1.0,28.0,3.5,0.44,0.0,0,1.0,3.0,-55.0,1,0,0,0,0,0,0,1,0
3.0,36.0,3.4,0.83,0.34,1,1.0,3.0,-54.0,1,0,0,1,0,0,0,0,0
3.0,35.0,3.0,0.45,-0.09,0,1.0,3.0,-61.0,1,0,0,0,0,0,1,0,0
3.0,29.0,2.9,-1.03,-1.13,0,1.0,5.0,-60.0,0,0,0,0,0,0,0,1,0
3.0,40.0,3.0,-0.89,-0.81,1,1.0,2.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,33.0,3.4,-0.68,-1.31,0,1.0,5.0,-56.0,0,0,0,0,0,0,0,1,0
2.0,37.0,3.5,-0.1,0.56,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
4.0,48.0,3.7,-1.36,-1.18,1,1.0,4.0,-55.0,0,0,0,0,0,0,0,1,0
1.0,45.0,3.6,0.06,0.35,1,1.0,2.0,-60.0,1,0,0,0,0,0,0,1,0
4.0,47.0,3.5,0.62,0.24,1,1.0,4.0,-58.0,0,0,0,0,0,0,0,1,0
2.0,38.0,3.9,-0.86,-0.22,0,1.0,3.0,-55.0,1,0,0,0,0,0,0,1,0
1.0,44.0,3.4,0.77,0.82,1,1.0,3.0,-48.0,0,0,0,0,0,0,0,1,0
2.0,40.0,3.2,0.55,0.01,0,1.0,2.0,-61.0,1,0,0,0,0,0,0,1,0
1.0,28.0,3.7,-2.35,-1.95,0,1.0,1.0,-62.0,0,0,0,1,0,0,0,0,0
1.0,28.0,2.7,-1.18,-1.27,0,1.0,3.0,-53.0,0,0,0,1,0,0,0,0,0
3.0,24.0,3.1,-1.18,-1.23,0,1.0,1.0,-61.0,1,0,0,0,0,1,0,0,0
4.0,42.0,3.6,0.56,0.41,1,1.0,1.0,-52.0,1,0,0,0,0,0,0,1,0
4.0,43.0,3.3,-0.25,-0.77,1,1.0,3.0,-48.0,0,0,0,0,0,0,0,1,0
1.0,32.0,3.2,-0.77,-1.73,0,1.0,3.0,-67.0,1,0,0,0,0,0,0,1,0
1.0,38.0,3.2,0.97,1.09,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,38.0,3.1,0.65,1.1,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,36.0,2.7,0.15,-0.69,1,1.0,5.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,40.0,3.4,0.36,0.36,0,2.0,4.0,-43.0,1,0,0,0,0,0,0,1,0
1.0,45.0,3.7,-1.29,-1.46,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,40.0,2.1,-0.28,-0.72,1,1.0,4.0,-51.0,0,0,0,0,0,0,0,1,0
3.0,30.0,2.7,-1.69,-2.19,0,1.0,2.0,-63.0,1,0,0,1,0,0,0,0,0
4.0,32.0,3.5,1.04,1.05,1,1.0,3.0,-56.0,0,0,0,0,0,0,0,1,0
3.0,28.5,3.2,-1.64,-1.98,0,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
4.0,41.0,3.5,-0.47,-0.54,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,42.0,3.2,1.05,1.29,1,1.0,4.0,-67.0,0,0,0,0,0,0,0,1,0
4.0,40.0,3.1,-0.85,-1.3,0,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
2.0,28.0,2.9,-2.24,0.86,0,1.0,2.0,-65.0,1,0,0,1,0,0,0,0,0
3.0,31.0,3.0,0.17,-0.08,1,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
2.0,37.0,2.0,-1.63,-1.68,0,1.0,4.0,-55.0,0,0,0,0,0,0,0,1,0
1.0,31.0,3.5,-0.29,-0.48,0,1.0,4.0,-56.0,1,0,0,0,0,0,0,1,0
3.0,40.0,2.4,-0.31,-0.68,1,2.0,4.0,-50.0,1,0,0,0,0,0,0,1,0
4.0,39.0,3.7,-0.71,-0.95,1,1.0,3.0,-55.0,1,0,0,0,0,0,0,1,0
4.0,48.0,3.7,1.47,1.19,1,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
1.0,37.5,3.3,-0.9,-1.2,0,1.0,5.0,-58.0,0,0,0,0,0,0,0,1,0
4.0,24.0,2.8,-0.97,-1.36,0,2.0,3.0,-65.0,1,0,0,0,0,0,0,0,1
3.0,31.0,3.0,0.87,0.51,1,1.0,4.0,-58.0,0,0,0,0,0,0,0,1,0
1.0,43.0,2.8,-0.35,-0.52,1,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
1.0,39.0,3.4,-0.56,-0.64,1,2.0,2.0,-61.0,1,0,0,0,0,0,0,1,0
2.0,19.3,2.3,-1.64,-2.36,0,1.0,3.0,-61.0,0,0,0,1,0,0,0,0,0
1.0,48.0,3.4,1.04,0.86,1,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
4.0,36.0,2.7,-0.39,-0.39,1,1.0,4.0,-60.0,0,0,0,0,1,0,0,0,0
3.0,41.0,2.8,0.16,-0.18,1,1.0,4.0,-66.0,1,0,0,0,0,0,0,1,0
4.0,41.0,3.9,0.08,-0.93,1,1.0,1.0,-58.0,0,0,0,0,0,0,0,1,0
3.0,27.0,3.2,-0.71,-0.55,0,1.0,3.0,-62.0,1,0,0,0,0,0,1,0,0
3.0,40.0,3.3,-0.24,-0.58,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,42.0,2.7,-0.5,-0.73,1,1.0,4.0,-57.0,0,0,1,0,0,0,0,0,0
4.0,32.0,3.2,-1.02,-1.61,1,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,40.0,3.3,-0.21,-0.11,1,1.0,5.0,-60.0,0,0,0,0,0,0,0,1,0
3.0,35.0,3.6,-0.42,-0.87,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,38.0,3.2,-1.39,-1.13,1,1.0,3.0,-58.0,1,0,0,0,0,0,0,1,0
1.0,41.0,3.2,1.99,2.16,1,1.0,3.0,-67.0,0,0,0,0,0,0,0,1,0
6.0,33.0,3.0,-0.72,-0.88,0,1.0,4.0,-55.0,1,0,0,0,0,0,0,1,0
3.0,30.0,3.4,0.87,0.23,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,33.0,3.2,0.03,0.29,0,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
2.0,32.0,3.1,-0.49,-0.36,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,30.5,3.2,-0.52,-0.38,1,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
3.0,34.0,3.0,-0.03,-0.95,0,2.0,2.0,-54.0,1,0,0,0,0,0,0,1,0
3.0,31.0,2.5,-1.09,-1.34,0,1.0,4.0,-62.0,0,0,0,0,0,0,1,0,0
4.0,40.0,3.2,-0.07,-0.45,0,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
2.0,35.0,2.4,0.8,0.72,1,1.0,4.0,-59.0,0,0,0,0,0,0,0,1,0
4.0,37.0,3.5,-1.69,-1.26,0,1.0,4.0,-59.0,1,0,0,0,0,0,0,1,0
2.0,32.5,3.3,-0.9,-1.07,0,1.0,3.0,-59.0,0,0,0,0,0,0,0,1,0
3.0,28.0,2.7,0.21,0.0,0,1.0,3.0,-58.0,0,0,0,0,1,0,0,0,0
1.0,42.0,3.1,0.01,-0.23,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,35.0,3.3,0.9,1.85,1,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
4.0,46.0,3.6,0.13,0.1,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,37.0,3.0,-0.3,-1.69,0,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
3.0,36.0,3.0,-1.11,-0.65,0,1.0,4.0,-52.0,0,0,0,0,0,0,0,1,0
2.0,32.0,3.4,0.92,0.59,0,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,38.0,3.5,0.03,-0.24,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
4.0,44.0,3.6,-0.62,-1.17,0,1.0,3.0,-62.0,1,0,0,0,0,0,1,0,0
3.0,34.0,3.0,-0.24,-0.25,0,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,41.0,3.7,0.13,0.16,1,1.0,3.0,-49.0,0,0,0,0,0,0,0,1,0
6.0,17.0,3.6,-0.26,-0.27,0,1.0,2.0,-60.0,0,0,0,1,0,0,0,0,0
3.0,40.0,2.3,-0.92,-0.49,1,1.0,5.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,35.0,2.9,-0.51,-0.64,0,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,30.0,2.5,-1.72,-1.21,0,1.0,3.0,-60.0,1,0,0,1,0,0,0,0,0
3.0,26.5,3.4,-1.36,-1.33,0,1.0,2.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,42.0,3.6,0.63,0.58,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
4.0,42.0,3.3,-0.1,0.1,1,1.0,3.0,-55.0,0,0,0,0,0,0,0,1,0
3.0,33.0,2.8,-0.55,-0.9,1,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
6.0,26.0,2.9,0.08,0.26,1,1.0,5.0,-62.0,0,0,0,1,0,0,0,0,0
3.0,35.0,3.2,-1.13,-0.84,1,1.0,2.0,-59.0,0,0,0,0,0,0,0,1,0
3.0,24.7,3.0,-0.82,-1.35,0,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
2.0,32.0,2.9,-0.43,-0.8,0,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,32.0,2.5,-0.78,-0.8,1,1.0,3.0,-59.0,0,0,0,0,0,0,0,1,0
5.0,45.0,3.5,0.93,0.87,1,1.0,3.0,-56.0,0,0,0,0,0,0,0,1,0
3.0,35.0,3.5,0.97,0.43,1,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
4.0,34.0,3.6,-0.54,-0.24,0,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
2.0,30.0,3.4,0.51,0.29,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,31.5,1.9,-2.13,-2.33,0,1.0,2.0,-60.0,0,0,0,1,0,0,0,0,0
2.0,35.0,2.4,-0.4,-0.06,0,1.0,3.0,-53.0,0,0,0,0,0,0,0,1,0
3.0,38.0,3.1,0.16,-0.23,1,1.0,2.0,-60.0,1,0,0,0,0,0,0,1,0
1.0,41.0,3.2,-1.17,-1.12,1,1.0,4.0,-61.0,0,0,0,0,0,1,0,0,0
3.0,33.0,3.2,-0.71,-0.96,0,2.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
5.0,30.5,3.5,-0.08,-0.54,1,1.0,2.0,-61.0,0,0,0,0,0,0,1,0,0
3.0,31.0,3.6,1.59,1.31,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
2.0,35.0,3.4,-0.47,-0.29,0,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
4.0,32.0,3.3,-2.76,-2.56,0,1.0,1.0,-46.0,1,0,0,1,0,0,0,0,0
1.0,42.0,3.9,0.32,1.11,1,1.0,4.0,-32.0,1,0,0,0,0,0,0,1,0
5.0,44.0,3.8,1.16,0.75,1,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
5.0,42.0,3.7,-0.39,-0.28,1,1.0,4.0,-63.0,1,0,0,0,0,0,0,1,0
5.0,39.0,3.7,0.33,0.35,1,1.0,2.0,-56.0,0,0,0,0,0,0,0,1,0
3.0,39.0,3.3,0.1,-0.05,1,1.0,3.0,-58.0,0,0,0,0,0,0,0,1,0
3.0,35.0,2.8,-0.79,-0.64,1,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
2.0,28.5,3.2,0.66,0.32,0,1.0,4.0,-51.0,0,0,0,0,0,0,0,1,0
2.0,30.5,2.9,-1.18,-1.54,0,1.0,5.0,-60.0,0,0,0,0,0,0,0,1,0
3.0,35.0,2.8,0.06,0.62,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
6.0,36.0,2.2,-0.55,-1.05,0,1.0,3.0,-61.0,1,0,0,1,0,0,0,0,0
3.0,35.0,3.0,-0.45,0.13,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
6.0,28.0,3.9,0.6,1.13,1,1.0,2.0,-56.0,0,0,0,0,0,0,0,1,0
5.0,41.0,3.6,-0.9,-0.86,1,1.0,3.0,-59.0,1,0,0,0,0,0,0,1,0
3.0,39.0,2.9,-0.29,0.07,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
2.0,39.0,3.1,-1.24,-1.24,0,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,38.5,2.8,-0.03,-1.04,0,1.0,4.0,-55.0,0,0,0,0,0,0,0,1,0
1.0,39.0,3.3,-0.91,-1.53,0,1.0,4.0,-56.0,0,0,0,0,0,0,0,1,0
4.0,39.5,3.4,-1.02,-1.08,0,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,43.0,3.0,-0.2,0.6,1,1.0,3.0,-55.0,0,0,0,0,0,0,0,1,0
1.0,33.0,3.0,0.01,-2.07,1,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
4.0,35.0,3.2,-0.07,-0.52,1,2.0,5.0,-55.0,1,0,1,0,0,0,0,0,0
5.0,41.0,3.8,-0.24,-0.2,1,1.0,4.0,-68.0,1,0,0,0,0,0,0,1,0
3.0,31.5,2.9,-0.66,-1.07,0,2.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
2.0,37.0,3.5,-0.24,-0.55,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,37.0,3.6,-0.43,0.13,1,1.0,3.0,-63.0,1,0,0,0,0,0,0,1,0
6.0,37.0,3.8,1.31,1.35,1,1.0,4.0,-45.0,1,0,0,0,0,0,0,1,0
3.0,24.0,3.0,-0.75,-1.24,0,1.0,3.0,-61.0,1,0,1,0,0,0,0,0,0
3.0,40.0,2.6,-0.93,-0.68,1,1.0,4.0,-40.0,0,0,0,0,0,0,0,1,0
4.0,37.0,2.7,0.14,-0.08,1,1.0,2.0,-58.0,0,0,0,0,0,0,0,1,0
3.0,33.0,3.2,-0.03,-0.21,1,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,37.0,3.2,-0.58,-1.01,1,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
2.0,35.0,2.7,0.14,-0.02,1,1.0,4.0,-58.0,0,0,0,0,0,0,0,1,0
2.0,28.0,2.9,-0.66,-1.06,0,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,31.0,3.8,-1.9,-2.2,0,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
4.0,34.0,3.2,-0.81,-0.86,1,1.0,3.0,-61.0,1,0,0,1,0,0,0,0,0
3.0,32.0,3.1,-0.84,-1.36,1,1.0,4.0,-62.0,0,0,1,0,0,0,0,0,0
1.0,36.0,3.4,-0.56,-1.34,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
4.0,42.0,3.0,0.39,0.44,1,1.0,4.0,-59.0,1,0,0,0,0,0,0,1,0
3.0,29.0,3.3,-0.4,0.19,0,1.0,3.0,-61.0,0,0,0,0,0,0,1,0,0
3.0,36.0,3.2,-0.33,0.43,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
2.0,31.0,3.4,-1.01,-0.56,0,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,37.0,3.7,0.68,-0.7,0,2.0,3.0,-51.0,1,0,0,0,0,0,0,1,0
3.0,24.0,3.3,-1.6,-2.56,0,1.0,3.0,-61.0,1,0,0,1,0,0,0,0,0
5.0,29.3,2.7,-0.24,-0.85,0,1.0,4.0,-58.0,0,0,0,0,0,0,0,0,1
3.0,21.5,3.0,-0.37,-1.35,0,1.0,2.0,-57.0,0,0,0,0,1,0,0,0,0
3.0,37.0,3.2,0.03,0.55,1,1.0,5.0,-62.0,1,0,0,0,0,0,0,1,0
4.0,33.0,2.8,-0.96,-1.42,1,1.0,3.0,-61.0,0,0,0,0,0,0,1,0,0
3.0,39.5,3.4,0.64,0.56,1,1.0,3.0,-59.0,1,0,0,0,0,0,0,1,0
3.0,36.0,3.1,1.16,1.26,1,1.0,3.0,-57.0,0,0,0,0,0,0,0,1,0
5.0,44.0,3.7,-0.6,-0.15,1,1.0,2.0,-58.0,1,0,0,0,0,0,0,1,0
1.0,34.0,4.0,0.48,0.49,1,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,35.0,3.3,0.88,1.44,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
4.0,42.0,3.8,0.19,-0.38,1,1.0,5.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,42.0,3.5,-0.42,-0.05,1,1.0,4.0,-64.0,1,0,0,0,0,0,0,1,0
3.0,34.0,3.1,-0.13,-0.74,1,1.0,3.0,-58.0,0,0,0,0,0,0,0,0,1
1.0,40.0,3.4,-1.7,-1.81,1,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,36.0,3.4,-1.73,-2.08,0,1.0,2.0,-67.0,1,0,0,1,0,0,0,0,0
3.0,31.0,3.6,0.51,0.51,0,1.0,3.0,-50.0,1,0,0,0,0,0,0,1,0
2.0,28.0,3.2,-1.25,-1.17,1,1.0,5.0,-58.0,0,0,0,0,0,0,0,1,0
3.0,29.0,2.3,-0.93,-1.18,0,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
2.0,27.0,3.0,-0.64,-1.33,0,1.0,2.0,-54.0,1,0,1,0,0,0,0,0,0
3.0,42.0,3.1,-0.24,-0.83,0,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
3.0,32.0,3.2,0.01,-0.09,0,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
